carat,cut,color,clarity,depth_percentage,table,length,width,depth,price
1.03,Ideal,D,VS1,61.5,57.0,6.48,6.52,4.0,8742
0.73,Ideal,F,SI2,62.1,56.0,5.77,5.8,3.59,2276
0.71,Good,F,IF,62.1,62.0,5.68,5.79,3.56,3393
0.79,Premium,E,SI2,61.0,58.0,5.96,5.9,3.62,2868
1.01,Very Good,F,VVS1,62.1,58.0,6.37,6.41,3.97,9908
0.74,Ideal,D,SI1,62.2,57.0,5.81,5.77,3.6,2655
0.32,Premium,E,SI1,61.9,59.0,4.36,4.39,2.71,561
1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
0.3,Ideal,G,VVS2,60.7,58.0,4.34,4.36,2.64,655
0.32,Ideal,D,SI1,62.6,55.0,4.39,4.36,2.74,756
0.72,Ideal,H,VVS2,60.9,57.0,5.79,5.77,3.52,2869
0.65,Ideal,E,SI1,61.8,55.0,5.57,5.6,3.45,1862
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2367
0.51,Ideal,D,VS2,62.7,55.0,5.09,5.12,3.2,1787
0.33,Ideal,G,VVS1,61.7,54.0,4.47,4.48,2.76,868
1.11,Premium,E,SI2,62.5,58.0,6.63,6.61,4.14,4664
1.03,Ideal,E,SI2,62.5,56.0,6.45,6.48,4.04,4441
0.91,Very Good,F,SI1,62.0,59.0,6.2,6.22,3.85,4141
1.13,Very Good,F,VVS2,59.6,59.0,6.82,6.87,4.08,9539
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1844
0.33,Ideal,H,VS1,61.8,56.0,4.41,4.46,2.74,579
1.25,Premium,J,VS2,62.0,59.0,6.9,6.87,4.27,5264
0.41,Ideal,G,VS2,62.5,54.0,4.75,4.78,2.98,827
0.7,Ideal,J,SI1,60.4,56.0,5.71,5.74,3.46,1926
0.3,Premium,I,VVS2,61.9,61.0,4.32,4.28,2.66,675
0.32,Ideal,D,VS2,62.2,55.0,4.41,4.37,2.73,972
0.4,Premium,E,SI1,62.6,59.0,4.71,4.68,2.94,945
1.46,Premium,H,SI2,61.4,59.0,7.3,7.26,4.47,7604
2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
0.32,Ideal,F,VVS1,61.6,55.0,4.4,4.43,2.72,854
1.14,Ideal,I,VS2,62.9,56.0,6.71,6.67,4.21,5075
0.52,Ideal,D,SI1,62.2,57.0,5.16,5.13,3.2,1720
0.7,Ideal,F,VS1,62.0,55.0,5.71,5.74,3.55,2726
1.0,Premium,E,VS1,61.1,60.0,6.43,6.41,3.92,7588
0.76,Ideal,H,SI1,62.0,56.0,5.89,5.85,3.64,2578
0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856
1.73,Premium,J,SI1,60.7,58.0,7.73,7.78,4.71,9105
0.52,Ideal,F,SI1,62.0,54.0,5.19,5.16,3.21,1624
1.23,Premium,F,VVS2,61.6,59.0,6.8,6.9,4.22,11430
0.71,Very Good,G,SI2,62.4,54.0,5.72,5.76,3.58,2171
1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,4919
0.3,Good,H,SI1,63.1,56.0,4.27,4.29,2.7,432
0.3,Ideal,E,VS1,62.2,53.8,4.3,4.33,2.68,703
1.2,Very Good,H,VS2,63.3,59.0,6.78,6.74,4.28,6833
0.55,Good,D,SI2,63.3,56.0,5.21,5.24,3.31,1272
0.5,Ideal,D,VS2,61.2,55.0,5.12,5.07,3.12,1808
0.72,Ideal,E,VS2,61.5,56.0,5.71,5.77,3.53,3385
0.42,Ideal,I,VS1,61.5,55.0,4.83,4.86,2.98,771
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4497
0.39,Very Good,E,VVS2,61.9,58.0,4.66,4.68,2.89,971
0.31,Ideal,J,VVS2,60.3,60.0,4.4,4.45,2.67,476
1.15,Very Good,H,SI2,62.0,58.0,6.66,6.7,4.14,4743
1.24,Very Good,E,SI1,61.7,59.0,6.85,6.89,4.24,8073
0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,776
2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,16427
0.26,Premium,E,VVS1,61.7,59.0,4.1,4.14,2.54,599
1.01,Premium,G,VS2,62.1,60.0,6.37,6.35,3.95,5946
0.9,Premium,E,SI2,61.7,57.0,6.23,6.21,3.84,4133
0.42,Ideal,H,VS2,62.5,57.0,4.81,4.76,2.99,992
1.01,Very Good,G,VS2,63.5,57.0,6.36,6.39,4.05,6291
0.92,Good,G,VS2,63.4,57.0,6.17,6.23,3.93,4243
0.51,Ideal,E,SI1,60.9,54.0,5.17,5.21,3.16,1355
1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,5319
1.03,Premium,F,SI2,60.7,60.0,6.47,6.52,3.94,4503
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1011
1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,7982
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,12048
0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3,1698
0.38,Ideal,E,VS2,61.5,54.0,4.67,4.69,2.88,968
0.9,Good,H,SI2,64.3,60.0,6.0,6.1,3.89,3115
0.31,Ideal,H,VVS2,62.4,57.0,4.36,4.32,2.71,802
0.34,Premium,I,VS2,61.8,58.0,4.51,4.48,2.78,612
0.61,Very Good,E,SI1,62.2,60.0,5.44,5.4,3.37,1983
1.0,Very Good,E,SI2,59.5,63.0,6.41,6.47,3.83,4004
2.0,Premium,J,VS2,61.5,59.0,8.11,8.06,4.97,13675
1.26,Ideal,G,VS2,60.8,55.0,7.02,7.04,4.28,9399
0.51,Ideal,E,VS2,61.9,55.0,5.17,5.13,3.19,1781
1.05,Premium,H,SI1,59.3,58.0,6.65,6.61,3.93,5161
0.74,Very Good,I,VVS1,62.6,57.0,5.76,5.78,3.61,2666
0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,504
0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,648
0.28,Very Good,E,VVS2,61.4,60.0,4.18,4.22,2.58,596
0.38,Ideal,G,VS2,61.0,55.0,4.67,4.71,2.86,721
0.41,Ideal,E,VS2,62.1,57.0,4.79,4.74,2.96,999
0.42,Ideal,I,VVS2,61.2,57.0,4.83,4.87,2.97,1299
1.13,Ideal,E,SI2,62.2,56.0,6.7,6.66,4.16,5457
0.41,Ideal,F,VVS1,61.7,57.0,4.8,4.77,2.95,1356
1.03,Premium,G,VS2,58.9,59.0,6.65,6.59,3.9,6229
2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,12341
0.25,Very Good,F,VVS2,59.4,57.0,4.1,4.12,2.44,575
0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,2274
0.3,Ideal,G,VS2,62.3,56.0,4.3,4.27,2.67,675
0.38,Premium,E,SI2,59.9,56.0,4.79,4.72,2.85,596
0.35,Very Good,I,VS2,62.9,57.0,4.5,4.53,2.84,491
0.52,Premium,G,VS1,61.1,58.0,5.19,5.16,3.16,1815
2.0,Premium,G,SI2,62.9,58.0,7.98,7.92,5.0,13420
1.01,Premium,G,I1,59.4,61.0,6.51,6.45,3.85,3348
1.5,Good,D,SI2,61.1,64.0,7.26,7.35,4.46,7722
0.41,Very Good,E,SI1,62.9,57.0,4.73,4.78,2.99,755
0.5,Ideal,E,VS2,61.6,55.0,5.09,5.14,3.15,1624
0.24,Very Good,D,VVS2,58.8,58.0,4.05,4.08,2.39,521
1.54,Premium,I,VS1,61.6,58.0,7.42,7.39,4.56,10349
0.7,Premium,I,SI2,59.5,58.0,5.79,5.73,3.43,1890
0.45,Ideal,J,VVS1,61.9,56.0,4.93,4.95,3.06,978
1.0,Premium,E,VS2,62.8,60.0,6.36,6.32,3.98,6720
1.01,Premium,G,VS2,62.1,60.0,6.35,6.37,3.95,5839
1.02,Ideal,G,VS1,61.3,56.0,6.49,6.53,3.99,7192
0.76,Ideal,D,SI1,62.8,57.0,5.81,5.85,3.66,3075
0.57,Ideal,E,SI1,62.2,55.0,5.37,5.31,3.32,1613
0.37,Premium,E,VS2,58.9,61.0,4.68,4.66,2.75,1041
1.52,Good,F,VS1,63.4,60.0,7.25,7.3,4.61,16519
0.7,Ideal,I,VS1,62.4,56.0,5.66,5.68,3.54,2398
1.0,Premium,F,SI1,62.1,60.0,6.29,6.23,3.88,4234
1.11,Ideal,G,VS2,61.2,56.0,6.68,6.65,4.08,6982
0.26,Very Good,E,VVS2,63.1,59.0,4.08,4.04,2.56,769
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,6907
1.61,Premium,H,SI1,61.4,58.0,7.59,7.53,4.64,9341
0.54,Very Good,D,SI1,62.1,58.0,5.21,5.23,3.24,1662
0.53,Ideal,G,SI1,62.7,55.0,5.15,5.19,3.24,1308
1.53,Premium,H,SI1,61.0,61.0,7.45,7.4,4.53,10659
2.1,Ideal,I,SI2,63.0,56.0,8.18,8.15,5.12,10457
0.72,Ideal,I,VS1,62.3,55.0,5.79,5.69,3.58,2265
0.72,Ideal,D,SI1,61.5,56.5,5.76,5.79,3.55,3062
0.31,Good,I,VS1,63.9,55.0,4.3,4.28,2.74,586
0.7,Very Good,J,VS2,63.3,58.0,5.61,5.63,3.56,2044
0.27,Ideal,E,VVS2,62.0,55.0,4.12,4.14,2.56,622
1.51,Very Good,G,VS2,62.1,57.0,7.37,7.32,4.5,11532
0.5,Very Good,E,VVS1,60.1,56.0,5.16,5.19,3.11,2495
0.32,Ideal,D,VVS1,61.7,55.0,4.41,4.44,2.73,1067
0.71,Premium,D,SI1,61.0,61.0,5.82,5.75,3.53,2863
1.15,Premium,G,SI2,62.5,55.0,6.72,6.68,4.19,4861
0.72,Premium,E,VS2,62.4,59.0,5.77,5.7,3.58,2822
0.33,Ideal,H,VS2,62.2,57.0,4.46,4.42,2.76,668
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,421
0.26,Very Good,F,VS1,61.9,57.0,4.11,4.14,2.55,499
1.52,Fair,F,SI2,56.3,64.0,7.68,7.62,4.31,8938
1.12,Premium,G,VVS1,58.9,60.0,6.91,6.78,4.03,8219
0.3,Very Good,G,IF,62.8,57.0,4.27,4.3,2.69,895
0.31,Premium,G,SI2,61.3,58.0,4.37,4.4,2.69,408
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,13206
0.34,Premium,H,VS2,62.4,60.0,4.44,4.41,2.76,689
0.3,Ideal,H,IF,61.5,56.0,4.31,4.34,2.66,789
0.4,Ideal,F,SI2,62.8,55.0,4.7,4.73,2.96,597
0.71,Ideal,H,VS2,61.9,55.0,5.74,5.77,3.56,3189
1.54,Ideal,G,SI2,61.9,55.0,7.47,7.39,4.6,9193
0.35,Very Good,D,SI1,63.3,57.0,4.53,4.51,2.86,827
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2525
0.42,Ideal,F,SI1,60.8,54.0,4.83,4.94,2.97,843
1.05,Ideal,D,SI2,61.9,56.0,6.53,6.5,4.03,5204
1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,6152
0.35,Ideal,J,VS2,61.8,55.0,4.54,4.56,2.81,446
0.58,Ideal,G,SI1,61.4,55.0,5.38,5.41,3.31,1330
0.35,Ideal,E,VS1,61.1,55.0,4.56,4.58,2.79,773
0.7,Premium,D,SI1,61.8,59.0,5.64,5.6,3.47,2355
0.31,Ideal,F,VVS2,62.2,53.0,4.37,4.41,2.73,706
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1767
0.38,Ideal,F,VVS1,61.0,57.0,4.66,4.69,2.85,1070
0.33,Very Good,G,VS2,62.6,58.0,4.36,4.4,2.74,579
1.03,Premium,F,SI1,60.9,60.0,6.52,6.45,3.95,4579
1.0,Good,G,SI2,63.4,60.0,6.22,6.34,3.98,3676
0.9,Very Good,I,VS1,62.0,61.0,6.12,6.18,3.81,3880
0.4,Ideal,E,VS1,62.3,56.0,4.73,4.71,2.94,1125
0.32,Ideal,H,VVS2,61.4,54.0,4.4,4.43,2.71,628
0.3,Premium,H,VVS1,61.8,58.0,4.36,4.32,2.68,878
0.87,Fair,I,VS2,57.3,59.0,6.29,6.44,3.65,3166
0.42,Premium,E,VS2,62.8,59.0,4.8,4.76,3.0,1024
1.21,Ideal,G,VS1,62.7,54.0,6.8,6.82,4.27,9323
0.52,Very Good,G,VS1,60.2,57.0,5.22,5.26,3.15,1618
1.5,Premium,I,VS2,61.1,60.0,7.33,7.36,4.49,9471
0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,930
0.3,Ideal,G,VVS2,62.5,55.0,4.3,4.34,2.7,665
0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,2277
0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
1.0,Good,F,SI2,59.8,65.0,6.58,6.43,3.9,3858
0.53,Ideal,H,VS1,61.7,56.0,5.22,5.18,3.21,1607
0.33,Very Good,F,VVS1,62.0,56.0,4.41,4.44,2.74,859
1.03,Ideal,G,SI1,61.6,55.0,6.48,6.52,4.0,5518
2.08,Premium,I,SI2,61.2,58.0,8.24,8.16,5.02,15321
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1814
2.0,Good,I,SI1,63.0,61.0,7.93,7.97,5.01,15072
1.64,Fair,G,I1,64.5,60.0,7.44,7.35,4.76,4849
0.54,Ideal,G,SI2,61.8,55.0,5.23,5.26,3.24,1028
0.91,Ideal,I,VS2,62.2,59.0,6.13,6.18,3.83,3726
0.9,Very Good,E,VS2,62.7,56.0,6.13,6.21,3.87,4858
0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3662
0.7,Ideal,F,VS1,62.0,55.0,5.74,5.71,3.55,2751
1.07,Premium,E,SI2,62.9,59.0,6.55,6.46,4.09,5033
0.51,Ideal,F,VVS2,60.4,56.0,5.18,5.22,3.14,2054
0.31,Very Good,G,SI1,60.4,58.0,4.39,4.42,2.66,462
0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5,2393
0.31,Premium,E,VVS2,61.9,58.0,4.38,4.35,2.7,1046
0.3,Premium,G,VS2,61.9,58.0,4.3,4.33,2.67,526
2.33,Good,G,SI2,63.9,60.0,8.37,8.3,5.32,13242
0.33,Ideal,E,VS2,61.6,57.0,4.46,4.44,2.74,928
1.55,Premium,J,VS2,60.7,59.0,7.5,7.47,4.54,8055
0.24,Very Good,D,VVS2,60.1,57.0,4.03,4.09,2.44,499
2.01,Very Good,I,VS2,59.6,58.0,8.18,8.23,4.89,16383
1.56,Good,G,SI2,63.7,54.0,7.35,7.31,4.67,6246
1.33,Premium,H,SI2,61.9,58.0,7.07,7.01,4.36,5214
0.74,Ideal,F,VS2,62.1,56.0,5.79,5.83,3.61,3171
0.42,Good,H,SI1,63.6,57.0,4.74,4.79,3.03,653
0.42,Ideal,F,VS1,60.9,57.0,4.84,4.88,2.96,1031
0.38,Premium,J,VS1,62.1,60.0,4.64,4.6,2.87,770
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8583
0.7,Ideal,G,SI2,62.9,56.0,5.69,5.66,3.57,2056
0.26,Ideal,H,VS1,62.1,55.0,4.07,4.11,2.54,482
1.51,Very Good,F,VVS2,61.4,58.0,7.31,7.34,4.5,16716
1.01,Good,E,SI1,63.1,60.0,6.34,6.37,4.01,4912
0.56,Ideal,E,VS1,61.0,57.0,5.32,5.34,3.25,1978
0.9,Ideal,F,SI1,62.0,57.0,6.21,6.25,3.86,4318
1.1,Good,I,VS1,63.7,60.0,6.61,6.45,4.16,4967
0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,657
2.0,Fair,F,SI2,59.8,68.0,8.13,7.95,4.81,12610
0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,776
1.01,Premium,E,SI2,58.6,58.0,6.66,6.62,3.89,4308
0.51,Ideal,D,VS1,60.7,57.0,5.18,5.23,3.16,1826
0.38,Ideal,G,SI1,62.4,57.0,4.65,4.62,2.89,855
1.23,Premium,G,SI1,62.5,59.0,6.84,6.77,4.25,6909
0.34,Very Good,G,VVS2,62.3,59.0,4.45,4.48,2.78,740
0.91,Premium,F,SI2,62.1,56.0,6.26,6.21,3.87,3096
1.04,Premium,H,SI1,61.0,58.0,6.6,6.54,4.01,5090
2.04,Ideal,H,SI2,61.2,56.0,8.19,8.25,5.03,15874
0.32,Ideal,D,VVS2,60.6,56.0,4.47,4.5,2.72,1066
1.5,Very Good,E,SI1,59.6,58.0,7.38,7.41,4.41,11586
1.22,Ideal,H,VS1,62.7,55.0,6.82,6.73,4.25,5773
0.76,Ideal,H,VS2,61.4,57.0,5.85,5.88,3.6,3038
0.51,Ideal,H,VS2,60.9,56.4,5.15,5.18,3.15,1365
1.82,Premium,H,SI1,62.0,59.0,7.81,7.77,4.83,14949
1.16,Premium,H,SI1,61.9,59.0,6.73,6.74,4.17,5091
0.7,Ideal,D,VS1,61.7,57.0,5.71,5.74,3.53,3419
0.7,Ideal,D,VS1,61.5,57.0,5.68,5.71,3.5,4323
0.52,Ideal,E,VS2,60.9,57.0,5.23,5.21,3.18,1815
0.34,Ideal,F,VVS1,61.4,55.0,4.52,4.54,2.78,919
0.7,Very Good,D,VS2,59.7,59.0,5.82,5.78,3.46,2999
1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,6628
0.55,Ideal,F,VS2,61.7,57.0,5.29,5.24,3.25,1819
0.31,Premium,I,VS1,59.2,60.0,4.45,4.4,2.62,628
0.7,Very Good,H,SI2,63.1,55.0,5.71,5.66,3.59,1995
0.25,Very Good,F,IF,61.1,54.0,4.08,4.11,2.5,633
0.73,Premium,F,SI1,62.1,58.0,5.74,5.72,3.56,2527
0.35,Ideal,G,IF,61.4,55.0,4.59,4.56,2.81,1116
0.71,Ideal,F,VVS1,62.0,56.0,5.72,5.77,3.56,4454
0.72,Ideal,F,VS1,61.5,56.0,5.77,5.8,3.56,3759
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,571
0.72,Ideal,D,SI2,61.2,57.0,5.76,5.8,3.54,2328
0.58,Ideal,E,SI2,62.8,56.0,5.3,5.37,3.35,1346
2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,17365
0.3,Ideal,E,VVS2,61.9,57.0,4.31,4.28,2.66,1013
1.01,Premium,D,VS2,60.0,59.0,6.53,6.48,3.9,7508
0.51,Good,F,SI1,63.6,56.0,5.11,5.08,3.24,1312
0.3,Fair,F,VS2,65.4,55.0,4.25,4.22,2.77,776
0.34,Premium,G,IF,62.3,59.0,4.49,4.46,2.79,1084
0.32,Very Good,G,VVS1,60.6,56.0,4.44,4.47,2.7,772
0.51,Ideal,D,VS2,60.5,56.0,5.21,5.2,3.15,1767
1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,6814
1.0,Premium,G,SI1,63.0,59.0,6.44,6.32,4.02,4956
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1270
0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32,1421
0.57,Ideal,E,VS2,60.8,56.0,5.4,5.35,3.27,1819
0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
1.01,Premium,I,SI1,62.9,58.0,6.37,6.34,4.0,4242
0.31,Ideal,F,IF,61.1,57.0,4.37,4.4,2.68,914
0.33,Ideal,D,SI1,62.0,56.0,4.47,4.44,2.76,728
1.0,Very Good,E,SI1,62.4,59.0,6.36,6.42,3.99,5571
0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1429
0.32,Premium,H,VS1,61.7,61.0,4.43,4.38,2.72,720
2.18,Premium,J,VS2,60.1,58.0,8.46,8.41,5.07,15465
2.02,Premium,J,SI2,63.0,58.0,8.07,8.02,5.07,8640
1.17,Premium,F,I1,62.2,58.0,6.76,6.72,4.19,3984
1.01,Premium,F,SI1,62.5,58.0,6.42,6.39,4.0,4989
1.1,Premium,H,SI2,62.8,55.0,6.68,6.57,4.16,4004
0.32,Good,G,SI1,63.5,56.0,4.35,4.38,2.77,477
0.6,Premium,E,SI1,61.9,58.0,5.39,5.43,3.35,1738
0.82,Premium,E,SI2,61.7,59.0,6.01,5.98,3.7,2861
0.42,Premium,D,SI1,62.1,59.0,4.79,4.77,2.97,1040
1.51,Very Good,E,SI2,61.9,57.0,7.35,7.41,4.57,7848
2.0,Premium,F,SI2,60.6,62.0,8.19,7.84,4.86,11198
0.31,Very Good,H,VVS1,63.3,56.0,4.32,4.3,2.73,907
1.87,Ideal,J,SI1,62.3,57.0,7.82,7.88,4.89,9955
0.55,Ideal,F,VS2,61.7,56.0,5.26,5.3,3.26,1692
0.77,Very Good,D,SI1,60.3,58.0,5.89,5.96,3.57,3166
0.32,Ideal,G,VVS1,61.7,56.0,4.4,4.42,2.72,814
1.32,Good,E,SI1,63.7,56.0,6.96,6.88,4.41,6830
0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3611
0.31,Good,F,VS1,63.9,55.0,4.27,4.3,2.74,607
1.01,Premium,I,SI2,59.6,62.0,6.56,6.5,3.89,3665
1.65,Very Good,G,SI2,62.2,58.0,7.55,7.62,4.72,9791
0.33,Ideal,E,VS2,60.3,57.0,4.51,4.54,2.73,723
0.71,Ideal,E,VS2,61.6,56.0,5.74,5.76,3.54,2891
0.33,Very Good,F,VS1,62.7,59.0,4.35,4.39,2.74,741
1.22,Premium,G,VS1,61.6,60.0,6.85,6.88,4.23,7850
0.3,Ideal,D,VS1,60.8,58.0,4.31,4.34,2.63,742
0.8,Ideal,E,SI1,61.7,56.0,5.99,6.04,3.71,3630
0.55,Ideal,D,VS2,62.3,55.0,5.24,5.29,3.28,1928
0.8,Very Good,I,VS2,63.3,55.0,5.88,5.93,3.74,2414
1.0,Premium,D,VVS2,63.0,59.0,6.38,6.35,4.01,9918
0.38,Ideal,F,VVS1,62.2,57.0,4.64,4.68,2.9,1200
1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
1.58,Ideal,I,SI1,62.6,56.0,7.45,7.51,4.68,9176
0.71,Very Good,H,VVS2,61.8,56.0,5.7,5.73,3.53,2960
1.2,Very Good,I,IF,59.1,61.0,6.91,6.99,4.11,7141
1.22,Premium,I,VS1,60.6,61.0,6.94,6.88,4.19,6354
0.7,Very Good,H,VS2,63.0,55.4,5.67,5.7,3.58,2513
0.38,Ideal,G,IF,62.0,54.0,4.66,4.7,2.9,1125
1.23,Premium,I,SI1,62.5,59.0,6.8,6.84,4.26,5412
0.7,Fair,H,SI1,64.5,59.0,5.54,5.51,3.56,2176
0.7,Premium,F,SI1,59.4,59.0,5.8,5.75,3.43,2596
1.36,Ideal,G,VVS2,61.1,57.0,7.14,7.2,4.38,11848
0.31,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,872
1.46,Premium,G,VS1,62.3,58.0,7.25,7.2,4.5,12261
1.5,Premium,I,SI2,61.2,59.0,7.39,7.36,4.51,7476
1.32,Ideal,I,SI1,61.7,56.0,7.11,7.05,4.37,5544
2.1,Ideal,H,SI1,61.7,53.0,8.3,8.19,5.09,15035
0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,865
0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,2979
0.72,Ideal,F,VS2,61.8,56.0,5.72,5.74,3.54,3564
0.39,Ideal,F,VS2,59.2,58.0,4.78,4.81,2.84,862
0.38,Ideal,H,VVS2,62.2,54.6,4.62,4.66,2.89,832
0.7,Good,F,VS2,63.5,56.0,5.64,5.45,3.52,2212
1.16,Premium,F,VS2,60.5,59.0,6.86,6.8,4.13,5781
0.31,Very Good,F,VS2,62.9,58.0,4.27,4.31,2.7,625
0.45,Very Good,H,VVS1,62.3,57.0,4.9,4.93,3.06,1274
0.53,Premium,G,VS2,60.7,59.0,5.24,5.18,3.16,1607
0.33,Ideal,D,VVS1,61.0,55.0,4.52,4.47,2.74,1176
0.52,Ideal,H,VVS1,61.0,56.0,5.17,5.21,3.17,1748
0.82,Premium,J,SI1,61.2,58.0,5.99,6.04,3.68,2168
0.41,Ideal,E,VS2,61.6,55.0,4.79,4.75,2.94,999
0.46,Ideal,I,VS1,62.3,56.0,4.96,4.93,3.08,974
1.25,Ideal,E,VS2,60.7,56.0,6.97,6.99,4.24,11422
1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,4844
0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,1046
0.34,Ideal,G,IF,61.9,54.0,4.5,4.52,2.79,974
0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6,2821
1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,6268
0.34,Ideal,E,SI2,62.4,57.0,4.47,4.5,2.8,477
0.5,Very Good,H,IF,61.0,60.0,5.08,5.12,3.11,1799
0.5,Ideal,I,VVS2,60.5,57.0,5.14,5.17,3.12,1640
1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
0.31,Ideal,D,VVS2,60.9,57.0,4.38,4.42,2.68,777
1.51,Very Good,G,SI2,61.7,54.0,7.37,7.41,4.56,8973
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,11549
1.28,Premium,I,SI1,62.6,55.0,6.97,6.93,4.35,6093
1.7,Premium,I,VS2,62.2,58.0,7.6,7.65,4.74,11781
0.29,Ideal,D,VS1,62.9,55.0,4.25,4.21,2.66,647
1.27,Premium,H,VS2,60.7,58.0,7.04,6.97,4.25,7496
1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,5550
1.61,Very Good,E,SI2,62.6,60.0,7.39,7.49,4.66,10293
0.41,Ideal,I,VVS2,61.7,56.0,4.77,4.8,2.95,827
1.35,Ideal,F,SI2,62.9,56.0,7.05,7.03,4.43,5761
0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,583
0.3,Premium,E,VS2,62.4,59.0,4.26,4.3,2.67,658
1.04,Premium,G,VVS1,58.2,60.0,6.71,6.66,3.89,6890
1.01,Premium,F,VS2,60.8,58.0,6.44,6.49,3.93,6330
0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,1774
0.3,Ideal,E,VVS2,61.4,57.0,4.32,4.34,2.66,789
0.41,Ideal,H,SI1,62.9,55.0,4.82,4.75,3.01,876
1.34,Ideal,G,VS2,61.9,56.0,7.05,7.1,4.38,9233
0.3,Good,H,SI1,63.9,55.0,4.27,4.24,2.72,540
1.02,Ideal,G,VS2,62.5,55.0,6.43,6.49,4.04,6418
0.36,Ideal,G,VVS1,60.9,57.0,4.63,4.57,2.8,1080
0.39,Premium,G,VS2,61.2,60.0,4.73,4.68,2.88,1009
0.51,Ideal,H,SI1,61.0,57.0,5.17,5.22,3.17,1354
1.01,Premium,D,SI1,60.0,59.0,6.51,6.45,3.89,5780
0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
0.43,Premium,D,VS2,60.7,58.0,4.88,4.84,2.95,1129
0.32,Ideal,G,IF,61.5,55.0,4.43,4.45,2.73,918
1.01,Good,H,SI1,57.1,58.0,6.6,6.64,3.78,4488
1.58,Fair,H,SI1,64.7,58.0,7.28,7.22,4.69,7333
2.0,Very Good,H,SI2,63.0,59.0,7.94,8.07,5.04,15694
0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1263
0.71,Ideal,E,VVS1,61.0,57.0,5.75,5.76,3.51,4860
